,Observed
2021-06-15 00:00:00,0.000260122649540001
2021-06-15 00:01:00,0.0002908693359168009
2021-06-15 00:02:00,0.00027919764600132786
2021-06-15 00:03:00,0.00027208239581020226
2021-06-15 00:04:00,0.00024846157289313804
2021-06-15 00:05:00,0.00024846028575921614
2021-06-15 00:06:00,0.00024323541444201154
2021-06-15 00:07:00,0.00028635808156347555
2021-06-15 00:08:00,0.0002722134847823717
2021-06-15 00:09:00,0.00027792111766499785
2021-06-15 00:10:00,0.00024123432928145134
2021-06-15 00:11:00,0.0002918936779262329
2021-06-15 00:12:00,0.0002845579427856012
2021-06-15 00:13:00,0.0002514670317844169
2021-06-15 00:14:00,0.000249838689488602
2021-06-15 00:15:00,0.0002499229794540568
2021-06-15 00:16:00,0.0002563713069954454
2021-06-15 00:17:00,0.0002681387216889714
2021-06-15 00:18:00,0.00026318597741650237
2021-06-15 00:19:00,0.0002556768819447686
2021-06-15 00:20:00,0.0002727864960824926
2021-06-15 00:21:00,0.00024757975237318323
2021-06-15 00:22:00,0.00025572573669794245
2021-06-15 00:23:00,0.0002596862279178948
2021-06-15 00:24:00,0.00026447337064999853
2021-06-15 00:25:00,0.0002820356260987667
2021-06-15 00:26:00,0.00025079116519360624
2021-06-15 00:27:00,0.00026757723102775223
2021-06-15 00:28:00,0.00027174919847038304
2021-06-15 00:29:00,0.00024261462589800236
2021-06-15 00:30:00,0.0002725566037263743
2021-06-15 00:31:00,0.00024923563662889863
2021-06-15 00:32:00,0.00024360725046918355
2021-06-15 00:33:00,0.00029077174634592674
2021-06-15 00:34:00,0.0002916653984151106
2021-06-15 00:35:00,0.0002832748011785124
2021-06-15 00:36:00,0.00025639113294430614
2021-06-15 00:37:00,0.00024534799649865544
2021-06-15 00:38:00,0.0002766489551445104
2021-06-15 00:39:00,0.0002636239572292311
2021-06-15 00:40:00,0.0002466482586273819
2021-06-15 00:41:00,0.0002665602541161209
2021-06-15 00:42:00,0.00024197096082884679
2021-06-15 00:43:00,0.00028866041121685076
2021-06-15 00:44:00,0.0002539452804184573
2021-06-15 00:45:00,0.00027549039338566295
2021-06-15 00:46:00,0.0002567698702681535
2021-06-15 00:47:00,0.00026788853157466274
2021-06-15 00:48:00,0.0002693102564173684
2021-06-15 00:49:00,0.0002500003536679761
2021-06-15 00:50:00,0.00029187632280556645
2021-06-15 00:51:00,0.0002814996888388696
2021-06-15 00:52:00,0.0002902708445005649
2021-06-15 00:53:00,0.00028788701087476795
2021-06-15 00:54:00,0.00027204191928813584
2021-06-15 00:55:00,0.0002893303280105882
2021-06-15 00:56:00,0.0002448581400352504
2021-06-15 00:57:00,0.000250594204701253
2021-06-15 00:58:00,0.0002425493556985015
2021-06-15 00:59:00,0.00025749664172231083
2021-06-15 01:00:00,0.0002608770588271937
2021-06-15 01:01:00,0.00025461600925722285
2021-06-15 01:02:00,0.0002843602238956543
2021-06-15 01:03:00,0.00025917348359017785
2021-06-15 01:04:00,0.0002551275241593819
2021-06-15 01:05:00,0.000269096044753916
2021-06-15 01:06:00,0.0002476560816572515
2021-06-15 01:07:00,0.00028294392771207027
2021-06-15 01:08:00,0.00024411415331017402
2021-06-15 01:09:00,0.00029279963501714656
2021-06-15 01:10:00,0.0002813455720900185
2021-06-15 01:11:00,0.0002507400375658069
2021-06-15 01:12:00,0.000240430547721986
2021-06-15 01:13:00,0.00028365176541501056
2021-06-15 01:14:00,0.00027785626849630314
2021-06-15 01:15:00,0.00027903826122085724
2021-06-15 01:16:00,0.0002812935734634629
2021-06-15 01:17:00,0.00024408715179570348
2021-06-15 01:18:00,0.0002592648633912702
2021-06-15 01:19:00,0.0002463190496783327
2021-06-15 01:20:00,0.00028619411039449886
2021-06-15 01:21:00,0.0002733972540262601
2021-06-15 01:22:00,0.00025779375351194596
2021-06-15 01:23:00,0.00024352756577321913
2021-06-15 01:24:00,0.0002567309813650075
2021-06-15 01:25:00,0.00025748879681774216
2021-06-15 01:26:00,0.0002790702265225633
2021-06-15 01:27:00,0.0002741581829321267
2021-06-15 01:28:00,0.0002874806685488867
2021-06-15 01:29:00,0.0002653349216297555
2021-06-15 01:30:00,0.0002465178387612409
2021-06-15 01:31:00,0.0002781971249984716
2021-06-15 01:32:00,0.00028073404098482115
2021-06-15 01:33:00,0.00027008759854036887
2021-06-15 01:34:00,0.00028127739541763757
2021-06-15 01:35:00,0.0002664865423437436
2021-06-15 01:36:00,0.00026803073513719124
2021-06-15 01:37:00,0.00026295096443180934
2021-06-15 01:38:00,0.00024149232231696652
2021-06-15 01:39:00,0.00024589333507538764
2021-06-15 01:40:00,0.00024181304025505595
2021-06-15 01:41:00,0.00027409697176083867
2021-06-15 01:42:00,0.00025691101172482507
2021-06-15 01:43:00,0.00026727499350281844
2021-06-15 01:44:00,0.0002885668154258517
2021-06-15 01:45:00,0.00025343898049157225
2021-06-15 01:46:00,0.00026203534796181646
2021-06-15 01:47:00,0.00028045474108725756
2021-06-15 01:48:00,0.00025234534498783437
2021-06-15 01:49:00,0.0002442437875180613
2021-06-15 01:50:00,0.0002555980273405998
2021-06-15 01:51:00,0.00024873920447278456
2021-06-15 01:52:00,0.00028974781314600146
2021-06-15 01:53:00,0.00028326002115991775
2021-06-15 01:54:00,0.00027393652606101334
2021-06-15 01:55:00,0.0002866400781515608
2021-06-15 01:56:00,0.00028302264404391446
2021-06-15 01:57:00,0.000250091904312922
2021-06-15 01:58:00,0.0002877659636166205
2021-06-15 01:59:00,0.00026891707195876184
2021-06-15 02:00:00,0.0002832237219872803
2021-06-15 02:01:00,0.0002879544596768555
2021-06-15 02:02:00,0.0002571056548610298
2021-06-15 02:03:00,0.00024600862684225457
2021-06-15 02:04:00,0.0002522992921072839
2021-06-15 02:05:00,0.0002629278457656222
2021-06-15 02:06:00,0.00028378802050596557
2021-06-15 02:07:00,0.00028606748714512316
2021-06-15 02:08:00,0.0002405068582799854
2021-06-15 02:09:00,0.000267391145163063
2021-06-15 02:10:00,0.0002624103910993513
2021-06-15 02:11:00,0.00025198832405212213
2021-06-15 02:12:00,0.0002465323067549375
2021-06-15 02:13:00,0.00025815220413817695
2021-06-15 02:14:00,0.0002904528548066384
2021-06-15 02:15:00,0.000257383116223692
2021-06-15 02:16:00,0.0002678203650364238
2021-06-15 02:17:00,0.00027765143874017447
2021-06-15 02:18:00,0.00025954042590816534
2021-06-15 02:19:00,0.0002919935867507936
2021-06-15 02:20:00,0.00029149544955821223
2021-06-15 02:21:00,0.0002535718592300024
2021-06-15 02:22:00,0.00026667080177194505
2021-06-15 02:23:00,0.00025619179566091174
2021-06-15 02:24:00,0.0002553359612758844
2021-06-15 02:25:00,0.00024210428566302713
2021-06-15 02:26:00,0.0002726643704112593
2021-06-15 02:27:00,0.0002669605933263268
2021-06-15 02:28:00,0.00024288295577309113
2021-06-15 02:29:00,0.0002550054259859315
2021-06-15 02:30:00,0.00028860413851863073
2021-06-15 02:31:00,0.00025291973531866923
2021-06-15 02:32:00,0.0002478679693888405
2021-06-15 02:33:00,0.0002662547932962682
2021-06-15 02:34:00,0.00029273365195135064
2021-06-15 02:35:00,0.0002530527909127925
2021-06-15 02:36:00,0.0002760033910007848
2021-06-15 02:37:00,0.0002807785764074464
2021-06-15 02:38:00,0.0002528170453944058
2021-06-15 02:39:00,0.0002789960603074999
2021-06-15 02:40:00,0.0002597620729334504
2021-06-15 02:41:00,0.00027387793686254024
2021-06-15 02:42:00,0.0002739432474239634
2021-06-15 02:43:00,0.0002687266944923067
2021-06-15 02:44:00,0.00024495404859346153
2021-06-15 02:45:00,0.00028471055472166674
2021-06-15 02:46:00,0.00025725382349434567
2021-06-15 02:47:00,0.000250089153503927
2021-06-15 02:48:00,0.00024231177341625735
2021-06-15 02:49:00,0.0002716679991588117
2021-06-15 02:50:00,0.0002762930916824139
2021-06-15 02:51:00,0.0002410210531242165
2021-06-15 02:52:00,0.00026746295943383137
2021-06-15 02:53:00,0.00025222248132298264
2021-06-15 02:54:00,0.00027456456321030336
2021-06-15 02:55:00,0.00024944067558954175
2021-06-15 02:56:00,0.00027700674219739143
2021-06-15 02:57:00,0.00026077342988020116
2021-06-15 02:58:00,0.0002901230834136997
2021-06-15 02:59:00,0.00024747447059144344
2021-06-15 03:00:00,0.00025833637125380885
2021-06-15 03:01:00,0.0002461912153082267
2021-06-15 03:02:00,0.00028948078024292084
2021-06-15 03:03:00,0.00028695378968548324
2021-06-15 03:04:00,0.0002539005428989241
2021-06-15 03:05:00,0.0002753549440384808
2021-06-15 03:06:00,0.00028374572640430125
2021-06-15 03:07:00,0.00026976334115821264
2021-06-15 03:08:00,0.0002683998906160876
2021-06-15 03:09:00,0.0002530419591516286
2021-06-15 03:10:00,0.00024510416007278625
2021-06-15 03:11:00,0.00028801446472243627
2021-06-15 03:12:00,0.00028818535070035764
2021-06-15 03:13:00,0.00027392039430773905
2021-06-15 03:14:00,0.00025822769323072644
2021-06-15 03:15:00,0.00025877092237805926
2021-06-15 03:16:00,0.000278875422998423
2021-06-15 03:17:00,0.000288008834977105
2021-06-15 03:18:00,0.00028747392775837187
2021-06-15 03:19:00,0.0002817527772352611
2021-06-15 03:20:00,0.0002743969406764194
2021-06-15 03:21:00,0.0002446258733098056
2021-06-15 03:22:00,0.0002487609462056843
2021-06-15 03:23:00,0.0002880858880974791
2021-06-15 03:24:00,0.00027249706111779807
2021-06-15 03:25:00,0.00024062665518523492
2021-06-15 03:26:00,0.00024555074742030423
2021-06-15 03:27:00,0.00027554266214603867
2021-06-15 03:28:00,0.00024040597204235396
2021-06-15 03:29:00,0.0002487171527513799
2021-06-15 03:30:00,0.00026941823804759395
2021-06-15 03:31:00,0.0002770578356173583
2021-06-15 03:32:00,0.0002749268198588851
2021-06-15 03:33:00,0.0002521036692601836
2021-06-15 03:34:00,0.00027814026264591605
2021-06-15 03:35:00,0.00025279631598600983
2021-06-15 03:36:00,0.00025750034341116764
2021-06-15 03:37:00,0.0002799712817649039
2021-06-15 03:38:00,0.00027480257033462793
2021-06-15 03:39:00,0.00028545342382948124
2021-06-15 03:40:00,0.00027522841091398624
2021-06-15 03:41:00,0.0002704628191464655
2021-06-15 03:42:00,0.00024513468401097984
2021-06-15 03:43:00,0.00025975847998538186
2021-06-15 03:44:00,0.0002542880015866519
2021-06-15 03:45:00,0.00025315601581670617
2021-06-15 03:46:00,0.00029205914235028087
2021-06-15 03:47:00,0.00026111294882509583
2021-06-15 03:48:00,0.000287738617834448
2021-06-15 03:49:00,0.00027381565070943724
2021-06-15 03:50:00,0.0002825498019323467
2021-06-15 03:51:00,0.00026695835578707214
2021-06-15 03:52:00,0.0002709214936651719
2021-06-15 03:53:00,0.0002664183489577232
2021-06-15 03:54:00,0.00025055472238249556
2021-06-15 03:55:00,0.0002786884604898548
2021-06-15 03:56:00,0.0002551188714105373
2021-06-15 03:57:00,0.00024143345379267598
2021-06-15 03:58:00,0.00027458054587978985
2021-06-15 03:59:00,0.0002495871184678811
2021-06-15 04:00:00,0.00029032205442370207
2021-06-15 04:01:00,0.00029104086072991535
2021-06-15 04:02:00,0.0002889562579735228
2021-06-15 04:03:00,0.00025988884159400277
2021-06-15 04:04:00,0.00024096068764168003
2021-06-15 04:05:00,0.00028967422005368135
2021-06-15 04:06:00,0.00026298528411423965
2021-06-15 04:07:00,0.00029171997788101115
2021-06-15 04:08:00,0.0002915580280127424
2021-06-15 04:09:00,0.0002856554605397534
2021-06-15 04:10:00,0.00025584869925825203
2021-06-15 04:11:00,0.00026068604082517017
2021-06-15 04:12:00,0.0002855555221842689
2021-06-15 04:13:00,0.000257047943818148
2021-06-15 04:14:00,0.0002491805987152318
2021-06-15 04:15:00,0.00026984874685961674
2021-06-15 04:16:00,0.0002900923879355822
2021-06-15 04:17:00,0.000277278472398641
2021-06-15 04:18:00,0.00027055634228842425
2021-06-15 04:19:00,0.0002453215484552071
2021-06-15 04:20:00,0.0002729548223597057
2021-06-15 04:21:00,0.0002929686326890035
2021-06-15 04:22:00,0.00024761124510283794
2021-06-15 04:23:00,0.0002677957660848381
2021-06-15 04:24:00,0.0002869555890260495
2021-06-15 04:25:00,0.0002796658936512488
2021-06-15 04:26:00,0.00027733108586424824
2021-06-15 04:27:00,0.00027762289592898263
2021-06-15 04:28:00,0.00025931958356112037
2021-06-15 04:29:00,0.00025580296416521605
2021-06-15 04:30:00,0.0002833262333379676
2021-06-15 04:31:00,0.00028336637547429116
2021-06-15 04:32:00,0.0002864059045044797
2021-06-15 04:33:00,0.00028886960426973167
2021-06-15 04:34:00,0.00026742290159919603
2021-06-15 04:35:00,0.0002668985460312839
2021-06-15 04:36:00,0.00028273571381001234
2021-06-15 04:37:00,0.0002748202353550674
2021-06-15 04:38:00,0.0002775952959541065
2021-06-15 04:39:00,0.00028260217107700636
2021-06-15 04:40:00,0.0002876296914917744
2021-06-15 04:41:00,0.0002581724815015972
2021-06-15 04:42:00,0.0002601782988284554
2021-06-15 04:43:00,0.0002451510757927438
2021-06-15 04:44:00,0.0002709949355580755
2021-06-15 04:45:00,0.00024205387455083775
2021-06-15 04:46:00,0.00026498182013785977
2021-06-15 04:47:00,0.00026909329928316854
2021-06-15 04:48:00,0.000255426719706748
2021-06-15 04:49:00,0.00027166481428379433
2021-06-15 04:50:00,0.00024176346896790908
2021-06-15 04:51:00,0.00024212889913029518
2021-06-15 04:52:00,0.0002840327346837535
2021-06-15 04:53:00,0.0002593569108243095
